Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2010,0,Not Included
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2011,0,Not Included
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2012,0,Not Included
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2013,0,Not Included
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2014,1,New
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2015,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2016,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2017,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2018,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2019,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2020,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2021,1,In
givenchy,Luxury,9,9,1952,72,72,50 to 100 Years,2022,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2004,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2005,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2006,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2007,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2008,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2009,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2010,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2011,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2012,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2013,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2014,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2015,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2016,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2017,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2018,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2019,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2020,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2021,1,In
gucci,Luxury,19,18,1921,103,103,100 to 200 Years,2022,0,Exit
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2004,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2005,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2006,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2007,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2008,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2009,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2010,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2011,1,New
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2012,1,In
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2013,1,In
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2014,1,In
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2015,1,In
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2016,1,In
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2017,0,Exit
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2018,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2019,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2020,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2021,0,Not Included
j. mendel,Luxury,12,6,1870,154,154,100 to 200 Years,2022,0,Not Included
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2004,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2005,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2006,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2007,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2008,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2009,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2010,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2011,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2012,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2013,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2014,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2015,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2016,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2017,1,In
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2018,0,Exit
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2019,0,Not Included
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2020,0,Not Included
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2021,0,Not Included
jean paul gaultier,Luxury,19,14,1982,42,42,20 to 50 Years,2022,0,Not Included
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2004,0,Not Included
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2005,0,Not Included
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2006,0,Not Included
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2007,1,New
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2008,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2009,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2010,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2011,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2012,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2013,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2014,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2015,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2016,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2017,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2018,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2019,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2020,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2021,1,In
jimmy choo,Luxury,16,16,1996,28,28,20 to 50 Years,2022,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2004,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2005,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2006,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2007,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2008,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2009,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2010,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2011,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2012,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2013,0,Not Included
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2014,1,New
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2015,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2016,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2017,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2018,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2019,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2020,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2021,1,In
kenzo,Luxury,9,9,1970,54,54,50 to 100 Years,2022,1,In
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2004,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2005,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2006,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2007,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2008,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2009,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2010,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2011,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2012,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2013,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2014,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2015,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2016,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2017,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2018,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2019,0,Not Included
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2020,1,New
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2021,1,In
khaite,Luxury,3,3,2016,8,8,5 to 10 Years,2022,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2004,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2005,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2006,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2007,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2008,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2009,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2010,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2011,1,New
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2012,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2013,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2014,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2015,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2016,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2017,1,In
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2018,0,Exit
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2019,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2020,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2021,0,Not Included
lanvin,Luxury,12,7,1889,135,135,100 to 200 Years,2022,0,Not Included
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2004,0,Not Included
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2005,0,Not Included
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2006,1,New
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2007,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2008,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2009,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2010,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2011,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2012,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2013,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2014,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2015,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2016,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2017,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2018,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2019,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2020,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2021,1,In
loro piana,Luxury,17,17,1924,100,100,50 to 100 Years,2022,1,In
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2004,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2005,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2006,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2007,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2008,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2009,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2010,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2011,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2012,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2013,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2014,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2015,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2016,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2017,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2018,0,Not Included
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2019,1,New
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2020,1,In
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2021,1,In
louis vuitton,Luxury,4,4,1854,170,170,100 to 200 Years,2022,1,In
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2004,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2005,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2006,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2007,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2008,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2009,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2010,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2011,1,New
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2012,1,In
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2013,1,In
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2014,1,In
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2015,0,Exit
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2016,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2017,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2018,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2019,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2020,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2021,0,Not Included
maison martin margiela,Luxury,12,4,1988,36,36,20 to 50 Years,2022,0,Not Included
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2004,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2005,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2006,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2007,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2008,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2009,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2010,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2011,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2012,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2013,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2014,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2015,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2016,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2017,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2018,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2019,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2020,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2021,1,In
manolo blahnik,Luxury,19,19,1970,54,54,50 to 100 Years,2022,1,In
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2004,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2005,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2006,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2007,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2008,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2009,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2010,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2011,1,New
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2012,1,In
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2013,0,Exit
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2014,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2015,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2016,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2017,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2018,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2019,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2020,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2021,0,Not Included
marchesa couture,Luxury,12,2,2004,20,20,10 to 20 Years,2022,0,Not Included
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2004,0,Not Included
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2005,1,New
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2006,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2007,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2008,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2009,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2010,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2011,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2012,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2013,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2014,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2015,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2016,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2017,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2018,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2019,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2020,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2021,1,In
missoni,Luxury,18,18,1953,71,71,50 to 100 Years,2022,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2004,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2005,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2006,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2007,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2008,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2009,0,Not Included
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2010,1,New
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2011,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2012,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2013,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2014,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2015,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2016,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2017,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2018,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2019,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2020,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2021,1,In
moncler,Luxury,13,13,1952,72,72,50 to 100 Years,2022,1,In
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2004,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2005,1,New
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2006,1,In
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2007,0,Exit
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2008,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2009,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2010,1,New
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2011,0,Exit
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2012,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2013,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2014,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2015,1,New
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2016,1,In
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2017,1,In
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2018,0,Exit
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2019,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2020,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2021,0,Not Included
moschino,Luxury,18,6,1983,41,41,20 to 50 Years,2022,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2004,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2005,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2006,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2007,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2008,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2009,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2010,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2011,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2012,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2013,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2014,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2015,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2016,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2017,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2018,1,New
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2019,0,Exit
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2020,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2021,0,Not Included
mr. & mrs. italy,Luxury,5,1,2007,17,17,10 to 20 Years,2022,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2004,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2005,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2006,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2007,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2008,1,New
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2009,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2010,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2011,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2012,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2013,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2014,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2015,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2016,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2017,0,Exit
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2018,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2019,0,Not Included
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2020,1,New
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2021,1,In
nina ricci,Luxury,15,12,1932,92,92,50 to 100 Years,2022,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2004,0,Not Included
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2005,1,New
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2006,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2007,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2008,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2009,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2010,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2011,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2012,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2013,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2014,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2015,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2016,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2017,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2018,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2019,1,In
oscar de la renta,Luxury,18,18,1965,59,59,50 to 100 Years,2020,1,In
